DISTRICT,IN_TEST,DATE,_1_1,_10_13,_16_1,_16_2_1,_16_2_2,_16_3_1,_16_3_2,_16_3_3,_16_3_4,_16_3_5,_16_7_3,_4_4_2,_4_4_3,_9_1_10,_9_1_11,_9_1_12,_9_1_14,_9_1_15,_9_1_16,_9_1_2,_9_1_3,_9_1_4,_9_1_5,_9_1_6,_9_1_7,_9_1_8,_9_1_9,_9_3_2,_9_4_2,_9_4_4,_9_7_1,_9_7_2,_9_7_3
Kaimur Bhabua,No,Y201411,2382,0,,,,,,,,,,133,2826,4397,2745,2366,4194,2917,2516,4379,4207,2908,2507,0,0,0,1945,2933,2172,2394,1539,1513,1437
Kaimur Bhabua,No,Y201412,2167,0,,,,,,,,,,207,2456,4071,3647,2414,4311,3858,2765,3719,4299,3841,2749,0,0,0,1801,2319,2487,2363,1656,1662,1594
Kaimur Bhabua,No,Y201501,2239,0,,,,,,,,,,141,2065,3756,3864,3177,729,3751,3193,3057,633,3816,3283,3162,0,0,1625,2030,2457,2581,1802,1784,1548
Kaimur Bhabua,No,Y201502,3163,0,,,,,,,,,,105,1814,3600,3384,3396,200,1734,3246,3255,165,1761,3467,3456,1787,64,1566,2203,3309,3410,1568,1471,1375
Kaimur Bhabua,No,Y201503,3601,0,,,,,,,,,,126,1537,3410,3787,3587,63,814,2603,2346,25,647,2408,3319,3115,1243,1447,2104,3329,3394,1666,1642,1359
Kaimur Bhabua,No,Y201504,3842,0,,,,,,,,,,136,1609,2775,3164,3379,31,370,1094,2146,7,348,1162,2799,2801,2233,1313,1855,2863,7186,1570,1552,1369
Kaimur Bhabua,No,Y201505,3536,0,,,,,,,,,,195,1604,2216,2735,3012,59,239,602,2154,10,199,573,2213,2578,2391,1376,2784,3305,3104,1581,1550,1478
Kaimur Bhabua,No,Y201506,3551,0,,,,,,,,,,144,1530,2148,2349,2685,123,253,468,2006,25,207,421,2396,2339,2396,1075,2975,2644,2750,1621,1580,1303
Kaimur Bhabua,No,Y201507,3756,0,,,,,,,,,,241,2149,2440,2542,2708,19,140,352,3123,21,134,372,2399,2398,2352,1801,4081,2924,2885,1773,1724,1567
Kaimur Bhabua,No,Y201508,3468,0,,,,,,,,,,264,2811,2599,2453,2736,136,215,326,3685,2,77,212,2544,2409,2498,2368,4242,2751,2797,1612,1594,1513
Kaimur Bhabua,No,Y201509,2719,0,,,,,,,,,,325,3011,2737,2398,2230,129,166,228,3919,10,54,140,2712,2339,2158,2560,3359,2208,2211,1709,1577,1468
Kaimur Bhabua,No,Y201510,2642,0,,,,,,,,,,377,3550,3806,2596,2345,207,208,196,4138,1,43,83,3702,2615,2322,1959,3445,2304,2328,1720,1619,1543
Kaimur Bhabua,No,Y201511,2114,0,,,,,,,,,,222,3037,3732,3028,2378,20,53,72,3812,0,36,53,3737,3112,2317,2411,2818,2082,2087,1631,1487,1389
Kaimur Bhabua,No,Y201512,2336,0,,,,,,,,,,239,2556,4128,3453,2698,34,71,125,3615,4,51,124,4149,3420,2682,2029,2496,2476,2458,1778,1618,1561
Kaimur Bhabua,No,Y201601,2450,0,,,,,,,,,,179,2318,3840,3916,3160,12,29,83,3173,1,34,90,3856,3913,3099,1932,2146,2539,2635,1726,1519,1495
Kaimur Bhabua,No,Y201602,3159,0,,,,,,,,,,130,1948,4134,3711,3515,46,28,52,3093,39,30,47,3920,3730,3460,1518,2096,3388,3592,1719,1637,1573
Kaimur Bhabua,No,Y201603,3373,0,,,,,,,,,,186,1877,3292,4034,3926,0,9,48,2424,151,136,142,3292,3996,3863,1449,2453,4221,4205,1760,1707,1608
Kaimur Bhabua,No,Y201604,3397,0,,,,,,,,,,167,1670,2695,3233,3543,0,7,9,2291,17,39,41,2689,3355,3552,1254,2414,3591,3632,1794,1747,1646
Kaimur Bhabua,No,Y201605,4028,0,,,,,,,,,,184,1726,2799,3076,3439,170,1,119,2525,6,15,13,2754,3029,3455,1315,2940,3165,3474,1691,1664,1616
Kaimur Bhabua,No,Y201606,3997,0,,,,,,,,,,164,1602,2743,2917,3401,21,1,5,2381,12,12,22,2735,2909,3375,1335,4213,3750,3584,1795,1764,1685
Kaimur Bhabua,No,Y201607,3532,0,,,,,,,,,,304,2257,2597,2692,3031,10,13,13,2791,23,14,30,2542,2657,3006,1790,4175,2732,2740,1792,1761,1666
Kaimur Bhabua,No,Y201608,3263,0,,,,,,,,,,428,3090,2583,2595,2771,31,20,67,3918,0,0,3,2570,2588,2773,2207,4270,2664,2649,1809,1786,1699
Kaimur Bhabua,No,Y201609,3013,0,,,,,,,,,,280,2889,3118,2465,2619,29,9,17,4011,0,3,2,3113,2493,2594,2542,3815,2558,2567,1746,1707,1644
Kaimur Bhabua,No,Y201610,2782,0,2,,11,,,,,,,362,2971,3760,2908,2631,6,7,10,4117,0,0,14,3698,2906,2608,2552,3598,2460,2439,1704,1690,1630
Kaimur Bhabua,No,Y201611,2561,0,1,,6,,,,,,,412,2573,3961,3461,2817,7,9,5,3848,0,1,0,3940,3461,2840,2298,3057,2544,2532,1813,1797,1743
Kaimur Bhabua,No,Y201612,3413,0,,,,,,,,,,361,2395,4517,4147,3592,6,8,6,4017,0,1,1,4493,4138,3562,2077,2970,3535,3456,1758,1754,1693
Kaimur Bhabua,No,Y201701,4163,0,,,4,,,,,,,360,2484,4068,4189,3888,58,29,23,3396,0,1,6,4071,4218,3899,1938,2689,3779,3770,1717,1697,1621
Kaimur Bhabua,No,Y201702,4457,0,1,1,4,,,,,,,224,1871,3175,3756,3673,0,0,0,2600,0,0,0,3185,3765,3676,1579,2421,3572,3693,1702,1671,1622
Kaimur Bhabua,No,Y201703,5261,0,,2,4,,,1,,1,,171,1523,3005,3476,3627,0,1,0,2257,1,1,0,3026,3478,3646,1365,2676,4120,4232,1889,1880,1811
Kaimur Bhabua,No,Y201704,5097,0,0,0,0,0,0,0,0,0,0,292,1495,2766,2838,3152,0,0,0,2298,0,0,0,2735,2825,3126,1342,48,3141,3302,2011,1659,1586
Kaimur Bhabua,No,Y201705,4434,0,0,0,0,0,0,0,0,0,0,213,1638,2006,2412,2445,0,0,0,1747,2,0,0,1977,2401,2434,1201,247,2241,2244,1697,1688,1610
Kaimur Bhabua,No,Y201706,5116,0,2,1,0,0,0,0,0,1,0,245,1518,2243,2515,2731,0,0,0,2161,13,2,0,2241,2516,2732,1307,289,3330,3261,1723,1714,1657
Kaimur Bhabua,No,Y201707,4767,0,1,0,0,2,0,0,0,1,0,374,2236,2219,2286,2570,0,0,0,2901,2,0,0,2226,2294,2573,1971,395,2684,2694,1647,1625,1572
Kaimur Bhabua,No,Y201708,4164,0,0,0,0,0,0,0,1,3,0,447,3107,2135,2187,2192,0,0,0,3831,0,0,0,2145,2187,2179,2753,263,2100,2225,1727,1699,1684
Kaimur Bhabua,No,Y201709,3480,0,3,0,1,0,0,0,0,0,0,547,3389,2919,2360,2476,0,0,0,4799,0,0,0,2922,2364,2462,3104,250,1737,2154,1790,1772,1735
Kaimur Bhabua,No,Y201710,3311,0,3,0,2,4,0,5,0,9,0,462,3134,4090,2615,2315,0,0,0,5092,0,0,0,4091,2620,2316,3241,390,3439,3126,1714,1707,1653
Kaimur Bhabua,No,Y201711,2942,0,1,0,0,1,0,1,0,4,0,376,2808,4125,3651,2405,0,0,0,4044,0,0,1,4119,3417,2386,2778,274,2569,2549,1693,1679,1617
Kaimur Bhabua,No,Y201712,3057,0,1,0,0,1,0,0,0,12,0,240,2077,4315,4036,3155,0,0,0,3389,0,0,0,4335,4075,3158,2037,209,2980,2975,1730,1717,1589
Kaimur Bhabua,No,Y201801,3621,0,0,1,0,3,0,1,0,9,0,191,2086,4346,4190,3854,0,0,0,3314,0,0,1,4391,4208,3869,2110,233,3868,3873,1802,1766,1721
Kaimur Bhabua,No,Y201802,4114,0,0,0,1,0,1,1,0,2,0,184,1680,3760,4340,4184,0,0,0,2871,0,0,0,3721,4339,4180,1650,266,3826,3884,1716,1700,1651
Kaimur Bhabua,No,Y201803,4413,0,3,0,2,0,0,1,0,1,0,190,1649,3368,3744,4051,0,0,0,2537,0,0,0,3366,3747,4054,1632,269,3979,4014,1721,1693,1653
Kaimur Bhabua,No,Y201804,4586,0,2,0,2,0,0,0,0,2,0,170,1506,2977,3418,3766,0,0,0,2369,0,0,0,2977,3415,3767,1477,268,3504,3628,1781,1758,1748
Kaimur Bhabua,No,Y201805,4304,1,11,1,0,3,0,1,1,7,0,246,1527,2690,3341,3733,0,0,0,2402,0,0,0,2690,3343,3743,1576,149,3164,3233,1786,1779,1765
Kaimur Bhabua,No,Y201806,4599,0,2,3,3,1,1,1,0,13,0,217,1389,2685,2939,3492,0,0,0,2231,0,0,0,2682,2936,3491,1384,129,3314,3319,1796,1783,1737
Kaimur Bhabua,No,Y201807,4288,0,2,1,4,1,0,0,0,2,0,283,1819,2547,2675,2895,0,0,0,2641,1,0,0,2557,2665,2906,1853,117,2781,2785,1722,1667,1619
Kaimur Bhabua,No,Y201808,3699,0,4,1,3,3,0,1,0,7,0,439,2735,2404,2743,2911,0,0,0,3648,0,0,0,2393,2743,2911,2807,146,2425,2448,1823,1794,1755
Kaimur Bhabua,No,Y201809,3526,0,2,1,4,6,2,5,0,9,0,653,3274,2896,2227,2603,0,0,0,4496,1,0,0,2768,2220,2604,3262,50,2398,2384,1703,1683,1631
Kaimur Bhabua,No,Y201810,3069,0,5,2,5,6,0,3,0,11,0,593,3179,3602,2699,2439,0,0,0,4377,0,0,0,3604,2699,2442,3162,87,1427,2036,1835,1818,1772
Kaimur Bhabua,No,Y201811,3262,0,1,2,6,4,0,1,0,4,0,464,2829,4339,3129,2398,0,0,0,3369,0,0,0,4356,3129,2392,2628,49,233,2159,1779,1763,1715
Kaimur Bhabua,No,Y201812,1486,130,0,2,2,1,0,0,0,0,0,218,1449,1636,1594,1155,0,0,0,1388,0,0,0,1616,1593,1151,1012,3,123,633,1683,1349,272
Kaimur Bhabua,No,Y201901,3475,245,0,0,0,0,0,0,0,10,0,299,1864,4174,3322,2479,0,0,0,2877,0,0,0,4207,3314,2479,1412,14,219,2894,1754,1704,1403
Kaimur Bhabua,No,Y201902,4249,345,0,0,0,1,0,0,1,6,0,237,1755,4116,4119,3120,0,0,0,2645,0,0,0,4126,4113,3121,1365,1,110,2836,1672,1549,1524
Katihar,Yes,Y200804,,97,,,,,,,,,,110,,9662,8847,7360,,,,8681,9699,8775,8585,,,,1731,6812,,5478,,,
Katihar,Yes,Y200805,,87,,,,,,,,,,173,,8173,8846,8340,,,,6130,7829,8723,8087,,,,1600,6506,,4498,,,
Katihar,Yes,Y200806,,169,,,,,,,,,,125,,4936,6100,6362,,,,5106,3636,4505,4518,,,,1421,7351,,2752,,,
Katihar,Yes,Y200807,,218,,,,,,,,,,396,,4168,4539,4643,,,,4494,2389,2443,2259,,,,1544,6423,,1752,,,
Katihar,Yes,Y200808,,146,,,,,,,,,,273,,4251,4692,5516,,,,2441,1112,1017,1134,,,,2290,5837,,1547,,,
Katihar,Yes,Y200809,4205,87,,,,,,,,,,103,,4320,5170,5460,,,,6434,272,121,84,,,,3365,6758,,1427,8,8,8
Katihar,Yes,Y200810,3043,182,,,,,,,,,,65,,4358,3388,3278,,,,5226,1921,1190,1045,,,,2938,6748,,1224,8,8,8
Katihar,Yes,Y200811,2750,182,,,,,,,,,,159,,6372,3638,3349,,,,4455,6877,3465,3035,,,,1933,1618,,780,9,9,9
Katihar,Yes,Y200812,,182,,,,,,,,,,112,,5639,4510,3049,,,,4905,6077,4994,3208,,,,1952,2471,,1874,,,
Katihar,Yes,Y200901,,,,,,,,,,,,142,,1340,908,865,,,,1167,939,506,482,,,,428,691,,263,,,
Katihar,Yes,Y200902,,,,,,,,,,,,132,,2288,1999,1466,,,,2613,2216,1943,1361,,,,1898,1766,,523,427,427,524
Katihar,Yes,Y200903,5969,,,,,,,,,,,376,,11766,10312,8880,,,,10665,9376,7787,6173,,,,2978,7485,,3519,1741,945,1053
Katihar,Yes,Y200904,2565,69,,,,,,,,,,341,427,4981,5022,3954,28,30,61,4352,5515,5468,4371,,,,1573,3018,,2007,1154,816,553
Katihar,Yes,Y200905,3060,,,,,,,,,,,97,303,4250,5218,4303,75,58,,3569,4347,5317,4704,,,,1619,2601,,1906,915,764,333
Katihar,Yes,Y200906,2759,,,,,,,,,,,6,217,4424,5468,5163,,,,3901,4580,5794,5537,,,,1732,3655,,1926,942,819,354
Katihar,Yes,Y200907,3617,58,,,,,,,,,,177,948,7160,8075,8372,,,,5605,7918,8813,8826,,,,3258,6256,,4022,1590,1079,642
Katihar,Yes,Y200908,3555,82,,,,,,,,,,145,520,3565,3931,4040,135,,,3891,3395,4057,4369,,,,2179,3231,,1974,1236,912,531
Katihar,Yes,Y200909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katihar,Yes,Y200910,6401,426,,,,,,,,,,438,3224,6191,7626,7481,,,,5222,6175,7659,7480,,,,3527,5060,,4281,2749,2661,1805
Katihar,Yes,Y200911,4327,,,,,,,,,,30,202,1099,5641,4573,3869,148,,,5763,5492,4602,3996,,,,3455,3522,,1759,1889,1396,1207
Katihar,Yes,Y200912,4146,,,,1,2,,,,1,1,413,1200,8849,8305,7468,,,,9789,8914,8363,6397,,,,3622,6189,,3329,2740,1964,1281
Katihar,Yes,Y201001,3741,,,,,,,,,,,501,1067,5888,5707,5035,,,,5228,5922,5757,5130,,,,2771,4111,,2618,2626,1693,1013
Katihar,Yes,Y201002,2832,2,,,,,,,,,,505,538,5513,5173,4462,57,57,84,5787,5595,5285,4533,,,,3133,3300,,2297,1877,1142,951
Katihar,Yes,Y201003,5522,,,,,,,3,,,,761,863,6736,7065,6280,101,87,72,5925,6913,7322,6443,,,,3312,4556,,3358,2555,1825,1311
Katihar,Yes,Y201004,5473,,,,,,,6,,,,307,686,5489,5292,5079,718,172,150,4608,5268,5228,4899,,,,2582,3703,,2927,2199,1875,1174
Katihar,Yes,Y201005,6345,,,,,,,,,,,688,1014,6037,6148,5231,121,144,129,5292,5863,6210,5730,,,,2843,4674,,3574,2106,1425,1263
Katihar,Yes,Y201006,6160,,1,,,,,2,,,,782,1344,4800,5337,5435,184,184,171,4573,4904,5391,5492,,,,2563,4253,,2738,2538,1821,1418
Katihar,Yes,Y201007,5588,10,2,,,,,,,,,463,1101,4414,4880,5006,103,106,95,4489,4435,4920,4969,,,,2377,4681,,3063,2368,2270,1489
Katihar,Yes,Y201008,5344,28,1,1,,,,,,,,1646,2184,4383,4372,4143,,,,5863,4477,4529,4712,,,,3631,4856,,2342,2584,2653,1488
Katihar,Yes,Y201009,4791,43,3,,,,,,4,,,2337,3105,5058,4310,4339,,6,20,7873,5165,4607,4588,,,,5325,4923,,2818,2507,2293,821
Katihar,Yes,Y201010,5709,,,1,,,,,,2,,1055,3539,7464,5149,4547,,,,7783,7400,5386,4596,,,,5154,5307,,2797,2971,2497,1969
Katihar,Yes,Y201011,4603,,,,,,,,,,,1139,2016,8040,5825,4349,,,,8366,8516,6049,4512,,,,4698,4618,,2610,3016,2613,2105
Katihar,Yes,Y201012,5575,,,,,,,,,,,870,1952,8720,7012,5376,,,,8671,9881,7977,5986,,,,4851,4502,,3157,3243,2781,1905
Katihar,Yes,Y201101,3875,,3,,,,,,,,,639,1325,6203,6481,4940,,,,5066,6346,6639,5043,,,,2718,3614,,2317,2492,2492,1769
Katihar,Yes,Y201102,5971,447,,,,,,,,1,,696,2153,7241,7755,7027,79,,,8050,7607,8125,7337,,,,3537,4418,,3497,3050,3050,2435
Katihar,Yes,Y201103,6680,75,,,,,,,,,,709,1644,6323,6754,6081,,,,6229,5420,6013,5765,,,,3764,4925,,3293,1913,1541,1554
Katihar,Yes,Y201104,6668,109,,,,,,,,,,793,1951,5958,5634,5629,,,,5877,6774,6563,6502,,,,3767,4040,,2303,3105,3090,2280
Katihar,Yes,Y201105,6550,,,,,,,,,,,203,1711,6237,6217,5744,,,,5109,6525,6739,6158,,,,2808,4955,,3032,3178,3173,2327
Katihar,Yes,Y201106,6716,,,,,,,,,,,286,1885,5826,6390,6413,,,,4926,5848,6541,6532,,,,2801,5722,,3586,3196,3182,2431
Katihar,Yes,Y201107,7409,,,,,,,,,,,297,2851,4919,5752,5831,,,,5401,4921,5812,5921,,,,3557,7212,,3249,3219,3216,2705
Katihar,Yes,Y201108,6297,6,,,,,3,10,,,,203,3985,4171,4247,4171,,,,6103,4323,4148,4480,,,,3773,6005,,2878,3191,3100,2308
Katihar,Yes,Y201109,7951,,4,,,,,,,,,388,4835,2669,2304,2425,,,,7913,6436,5245,5375,,,,2359,7102,,1519,3043,2969,2284
Katihar,Yes,Y201110,8353,,8,,,,,,,,,672,5208,3780,2277,1828,464,28,19,11063,10192,6669,5648,,,,2399,7559,,1543,3078,3045,2372
Katihar,Yes,Y201111,5990,5,,,,,,,,1,,329,4572,4173,2685,2014,3588,229,88,9059,8208,6404,5084,,,,2176,5580,,1222,3124,3093,2657
Katihar,Yes,Y201112,6007,,,,,,,,,,,153,4158,10185,8655,5979,7492,2562,472,7797,8855,8806,6668,,,,4395,6252,,3390,3122,3089,2687
Katihar,Yes,Y201201,5987,,,,,,,,,,,283,3748,8516,8570,6829,6360,4191,2289,7648,8181,8065,7119,,,,3971,7945,,3607,3209,3209,2852
Katihar,Yes,Y201202,6645,10,,,,,,,,,,295,3303,6391,6416,6064,5939,4682,2990,4219,7583,7677,7210,,,,2253,5972,,3689,3225,3225,2823
Katihar,Yes,Y201203,8117,4,,,,,,,,,,441,3726,1886,2088,2064,7212,4950,3989,4396,7582,7387,7001,,,,1677,5900,9,1349,3208,3201,2619
Katihar,Yes,Y201204,7865,11,,,,,,,,,,172,3145,5509,4961,4587,6425,4696,3765,8169,6383,6470,6166,,,,3082,5409,,3225,3182,3176,2442
Katihar,Yes,Y201205,7129,5,,,,1,,,,,,176,2847,5495,5077,4654,6512,5923,5018,4380,6813,6368,6048,,,,2115,6011,,3224,3233,3224,2700
Katihar,Yes,Y201206,7657,,17,,,,,,,,,548,3544,5181,5640,5226,5336,5587,4975,4788,5492,6356,6037,,,,2325,6041,8,3335,3118,3116,2563
Katihar,Yes,Y201207,7391,,2,,,,,,,,,437,4409,4729,4785,4854,5504,5309,5372,6732,5855,5968,6289,,,,3466,7304,15,3895,3003,3030,2594
Katihar,Yes,Y201208,6999,,3,,,,,,,,,334,5644,4566,4261,4464,5273,4923,4862,7405,5483,5440,5892,,,,3744,7237,16,4327,3015,3018,2560
Katihar,Yes,Y201209,8205,20,2,1,,,,,,,,284,6409,7194,6252,5973,6940,5586,5311,9478,7172,6104,6039,,,,5349,7419,20,4557,3208,3181,2742
Katihar,Yes,Y201210,6244,58,2,,,,,,,,,227,6378,6642,5144,4742,7248,5602,4627,8812,7563,5895,5222,,,,4282,6085,47,3210,3305,3296,2747
Katihar,Yes,Y201211,4929,84,,,,,,,,,,261,5470,5753,4284,3654,6795,5128,3906,5022,7245,5569,4335,,,,3312,5311,20,2141,3086,2995,2581
Katihar,Yes,Y201212,5089,51,,,,,,,,,,195,5634,6411,5177,3936,6217,5159,3840,5428,6939,5993,4654,,,,3014,3117,1252,1709,3075,3084,2648
Katihar,Yes,Y201301,7657,,17,,,,,,,,,548,3544,5181,5640,5226,5336,5587,4975,4788,5492,6356,6037,,,,2325,6041,8,3335,3118,3116,2563
Katihar,Yes,Y201302,6763,,4,,,,,,,,,154,5240,7052,6348,5903,5720,4920,5272,5367,7281,6594,6046,,,,3296,5353,32,3348,3070,3038,2568
Katihar,Yes,Y201303,8282,2,,,,,,,,,,311,5536,7657,7583,7265,7710,6981,6184,7090,7796,7357,7019,,,,4426,6102,60,5020,3364,3410,2963
Katihar,Yes,Y201304,9187,5,,,,,,,,,1,163,4243,7111,6633,6852,6900,6359,6054,6158,7006,6511,6623,,,,3761,5468,71,4184,3315,3229,2770
Katihar,Yes,Y201305,7643,,5,,,,,,,,,160,4022,5289,5846,5632,5174,5732,5398,5033,5211,5708,5402,,,,3224,5272,106,3635,3228,3067,2694
Katihar,Yes,Y201306,8644,,1,,,,,1,,,,173,4085,5686,5970,5836,5491,5827,5672,4649,5622,5946,5814,,,,3263,6661,155,4142,3202,3164,2716
Katihar,Yes,Y201307,7340,,3,,,,,,,,,261,4792,5351,5745,5938,5267,5660,5733,6160,5320,5668,5794,,,,4556,8192,665,5228,3364,3241,2866
Katihar,Yes,Y201308,8461,2,3,,1,,,,,,,349,7979,5481,5694,5798,5362,5667,5654,9691,5381,5625,5743,,,,7174,6994,2026,4755,3421,3374,2975
Katihar,Yes,Y201309,7148,0,,,,,,,,,,1443,8148,6247,4845,4937,6126,4755,4839,7511,6438,4843,4894,0,0,0,6542,5934,1971,3504,3064,3024,2699
Katihar,Yes,Y201310,6206,0,,,,,,,,,,353,6140,7723,5568,4924,7500,5440,4836,8335,7644,5489,4867,391,0,0,6246,5946,2267,3190,3077,3065,2741
Katihar,Yes,Y201311,6138,0,,,,,,,,,,210,6967,9282,6897,5355,9177,6824,5112,5508,9210,6909,5362,0,0,7,5634,5533,2516,3201,3136,3138,2793
Katihar,Yes,Y201312,6012,10,,,,,,,,,,228,5466,8908,7573,6024,8881,7552,5978,9405,8908,7586,5977,17,0,26,6098,5418,2968,3770,3223,3197,2936
Katihar,Yes,Y201401,5688,0,,,,,,,,,,138,4462,6958,7240,6090,6968,7273,6194,5701,7052,7360,6277,3,0,0,4541,4360,2960,3445,2858,2853,2488
Katihar,Yes,Y201402,6083,0,,,,,,,,,,144,3919,6478,6403,6109,6790,6680,6297,5744,6797,6737,6435,6,23,0,4352,4706,3008,3934,2557,2541,2266
Katihar,Yes,Y201403,8023,0,,,,,,,,,,139,4416,7783,7579,7470,7702,7556,7451,7234,8066,7762,7742,1,1,1,4753,5397,4811,5363,3068,3043,2753
Katihar,Yes,Y201404,8472,0,,,,,,,,1,,313,4173,5781,5688,5509,6461,6445,6258,5845,7093,7071,7044,18,0,0,3203,5033,4496,4592,3180,3173,2907
Katihar,Yes,Y201405,7872,0,,,,,,,,,,207,3965,5760,5851,5774,6275,6660,6479,6016,6245,6758,6555,0,0,0,3026,5568,3938,3993,3308,3301,2942
Katihar,Yes,Y201406,7482,3,,,,,,,,,,232,4370,6041,6259,6130,6063,6438,6318,5684,5926,6567,6348,0,0,0,3783,5636,3170,4019,3236,3189,2833
Katihar,Yes,Y201407,6735,2,,,,,,,,,,866,5613,5494,6122,6438,5335,6134,6410,6646,5362,6149,6470,3,22,23,4833,6707,3794,4129,3146,3136,2845
Katihar,Yes,Y201408,7871,0,,,,,,,,,,594,6897,5321,5540,5926,5747,5829,6042,7159,5497,5743,6044,0,0,0,5444,6063,3234,3961,3168,3162,2875
Katihar,Yes,Y201409,7564,0,,,,,,,,,,592,7834,6907,5669,6119,7180,6076,6392,7001,7134,5997,6349,5,0,0,5504,5542,2840,3725,3449,3445,3193
Katihar,Yes,Y201410,5251,5,,,,,,,,,,448,6871,5448,4238,3870,5610,4450,4012,7011,5611,4499,4069,2,14,17,5152,3876,1743,2481,2717,2706,2393
Katihar,Yes,Y201411,7039,15,,,,,,,,,,725,5617,5185,3710,3165,9866,6988,5997,8578,9837,7064,6071,0,0,0,3874,8199,3636,2392,3290,3270,2997
Katihar,Yes,Y201412,5981,2,,,,,,,,,,213,6007,8913,7605,6032,8335,7984,6350,7359,8253,8050,6191,0,0,0,4870,5858,3775,4035,3337,3307,2979
Katihar,Yes,Y201501,6313,0,,,,,,,,,,132,4629,5976,6500,5528,1883,7552,6882,7729,1469,7701,6932,6200,26,45,3653,5708,4111,3880,3201,3193,2865
Katihar,Yes,Y201502,8153,11,,,,,,,,,,758,5342,6364,5967,6281,739,4110,6495,7595,579,4385,7076,6945,3755,5,4173,4193,3808,4419,3165,3150,2953
Katihar,Yes,Y201503,9002,0,,,,,,,,,,653,4701,6805,6891,6534,224,2145,5027,7737,169,2234,5157,7498,5914,2632,3663,4746,4467,5339,3439,3425,3123
Katihar,Yes,Y201504,9582,0,,,,,,,,,,582,4303,7695,7642,7194,230,1748,3834,6543,278,1843,3875,7134,6227,4194,3466,6736,6903,7151,3721,3720,3402
Katihar,Yes,Y201505,9071,0,,,,,,,,,,711,4258,6675,8188,7779,113,1017,2579,6259,180,1004,2428,6353,7345,5782,3310,7118,5503,6383,3758,3774,3459
Katihar,Yes,Y201506,8070,0,,,,,,,,,,281,4376,5569,6591,7258,74,542,1518,5611,73,556,1374,5377,5875,6027,3298,7310,5141,5461,3708,3725,3393
Katihar,Yes,Y201507,8000,0,,,,,,,,,,415,5876,4966,5441,6320,16,412,1122,7176,62,437,1145,5207,5243,5409,4833,8067,5700,5777,3752,3745,3513
Katihar,Yes,Y201508,9153,0,,,,,,,,,,566,7082,5796,5015,5384,26,192,643,8935,47,164,601,6138,5403,5350,6367,8031,5240,5188,3521,3504,3308
Katihar,Yes,Y201509,8484,0,,,2,,,,,,,465,7554,7278,6174,5719,57,153,502,9907,43,172,417,7103,6117,5605,6463,7967,5252,5397,3713,3693,3448
Katihar,Yes,Y201510,8407,0,,,1,,,,,,,517,7721,8855,6792,6404,14,107,344,10263,50,180,430,9034,6791,6134,6778,8744,5764,5704,3930,3921,3694
Katihar,Yes,Y201511,7882,0,,,,,,,,,,445,6815,8331,6744,5691,6,53,205,8785,33,88,242,9276,7460,6119,5620,6994,5400,4983,3712,3711,3456
Katihar,Yes,Y201512,7848,15,,,1,,,,,,,529,6381,9291,7859,6474,21,66,132,8312,64,66,145,8916,7872,6318,5319,6602,5851,5798,3821,3751,3534
Katihar,Yes,Y201601,8145,8,,,,,,,,,,443,6078,8459,9177,7483,4,20,31,8181,98,83,114,8342,9017,7566,4901,5697,6546,6744,3872,3836,3597
Katihar,Yes,Y201602,9054,5,,,,,,,,,,422,5941,8135,8617,8335,0,2,4,8383,19,29,72,8179,8405,8659,5050,5635,7339,7313,3770,3762,3566
Katihar,Yes,Y201603,9716,5,,,,,,,,,,342,5314,8171,8247,8441,0,0,3,7788,35,41,57,8019,8169,8328,4012,5796,8090,8075,3835,3831,3636
Katihar,Yes,Y201604,9471,6,,,,,,,,1,,354,4834,7376,7488,7356,0,0,1,6538,63,43,53,7678,7744,7706,3722,6320,7664,7447,3894,3894,3625
Katihar,Yes,Y201605,10330,4,1,,,,,2,,,,307,4434,7645,8429,7579,0,1,0,6309,19,36,34,7421,8479,8198,3717,7655,7679,7668,3837,3830,3605
Katihar,Yes,Y201606,9398,3,,,2,,,,,,,339,4444,6265,7234,8068,0,0,0,6252,60,37,54,6753,7524,8372,3781,8361,7404,7222,3880,3875,3644
Katihar,Yes,Y201607,9451,2,1,,,,,,,,,520,6096,5890,6424,7432,11,0,0,7475,23,55,35,5809,6409,7403,5310,8633,6592,6296,3780,3745,3527
Katihar,Yes,Y201608,9355,1,2,2,2,,,1,,1,,642,7638,6338,6297,7228,0,0,0,9249,17,19,34,6340,6320,7047,6711,8927,6452,6153,3758,3682,3490
Katihar,Yes,Y201609,8413,6,6,2,1,,,,,2,,560,7902,6969,5498,6069,0,0,0,9920,23,30,30,7271,5823,6359,6567,8399,5678,5292,3673,3634,3465
Katihar,Yes,Y201610,8157,3,2,,,,,,,2,,599,7832,8613,6174,5724,0,0,0,10171,38,44,23,9152,6716,6017,6403,8416,5546,5152,3709,3708,3525
Katihar,Yes,Y201611,7534,2,3,,,,,,,3,,557,6864,10081,8241,6693,21,5,0,9649,41,33,33,9814,8295,6684,5661,7915,6107,6129,3822,3817,3611
Katihar,Yes,Y201612,8171,1,,,,,,1,,6,,528,6311,10361,9593,8028,41,37,41,8949,48,44,39,10184,9654,8219,5388,8121,8331,8156,3833,3823,3632
